"name","party","storkreds","lokalkreds","age","is.male","title","location","elected","votes.pers","votes.all","valgt.nr","stedfor.nr","opstillet.i.kreds.nr","nomineret.i.kreds.nr","ran.last.election","UDDANNELSE__Efter.folkeskolereformen.får.eleverne.for.lange.skoledage","FOREBYGGELSE__Afgiften.på.cigaretter.skal.sættes.op","SUNDHED__Et.besøg.hos.den.praktiserende.læge.skal.koste.eksempelvis.100.kr.","VELFÆRD__Mere.af.ældreplejen.skal.udliciteres.til.private.virksomheder","ARBEJDSMARKED__Man.skal.hurtigere.kunne.genoptjene.retten.til.dagpenge","ARBEJDSMARKED__Virksomheder.skal.kunne.drages.til.ansvar.for..om.deres.udenlandske.underleverandører.i.Danmark.overholder.danske.regler.om.løn..moms.og.skat","ØKONOMI__Vækst.i.den.offentlige.sektor.er.vigtigere.end.skattelettelser","TRAFIK__Investeringer.i.kollektiv.trafik.skal.prioriteres.højere.end.investeringer.til.fordel.for.privatbilisme","RET__Straffen.for.grov.vold.og.voldtægt.skal.skærpes","INTEGRATION__Offentlige.institutioner.i.Danmark.tager.for.mange.hensyn.til.religiøse.minoriteter","EU__EU.bestemmer.for.meget.i.forhold.til.dansk.lov","UDVIKLING__Ulandsbistanden.skal.sænkes","KULTUR__Den.offentlige.kulturstøtte.skal.sænkes"
"Jacob Fuglsang Mikkelsen","aa","Københavns "," Sundbyøster",43,TRUE," Kunstner "," 2300 København S",FALSE,194,387,"","7","Alle","",TRUE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Franciska Rosenkilde","aa","Københavns "," Vesterbro",39,FALSE," Arbejdssøgende ","  København V",FALSE,766,1534,"","3","Alle","",TRUE,"Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Kashif Ahmad","1","Københavns "," Nørrebro",35,TRUE," Byrådsmedlem "," Ukendt",FALSE,0,708,"","","5.","",TRUE,"Delvist enig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig"
"Jan Elkjær","1","Københavns "," Vesterbro",64,TRUE," Ukendt ","  København V",FALSE,0,14,"","","9.","",TRUE,"Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt enig"
"John Erik Wagner","1","Københavns "," Sundbyvester, Sundbyøster",52,TRUE," Modedesigner "," 2300 København S",FALSE,0,82,"","","2. 4.","",FALSE,"Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig"
"Jesper Hostrup Hansen","a","Københavns Omegns "," Gentofte",54,TRUE," Bachelor i filosofi og sprogvidenskab "," 2920 Charlottenlund",FALSE,133,243,"","4","Alle","1",TRUE,"Helt uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig"
"Jeppe Bruus","a","Københavns Omegns "," Gladsaxe",37,TRUE," Kommunikationschef "," 2300 København S",FALSE,2806,5172,"","1","Alle","3",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt uenig","Delvist enig","Helt uenig","Delvist uenig"
"Morten Bødskov","a","Københavns Omegns "," Rødovre",45,TRUE," Fhv. minister "," 2300 København S",TRUE,5935,10496,"4K","","Alle","4",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Delvist uenig","Delvist uenig","Delvist uenig"
"Kenneth F. Christensen","a","Københavns Omegns "," Hvidovre",39,TRUE," Konsulent "," 2650 Hvidovre",FALSE,1466,2788,"","2","Alle","5",FALSE,"Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt enig","Delvist uenig","Delvist uenig"
"Mette Frederiksen","a","Københavns Omegns "," Ballerup",37,FALSE," Justitsminister "," 2750 Ballerup",TRUE,24486,42676,"1K","","Alle","8",FALSE,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Mogens Lykketoft","a","Københavns Omegns "," Taastrup",69,TRUE," Folketingets formand, fhv. minister "," 2930 Klampenborg",TRUE,6795,12106,"3K","","Alle","7",FALSE,"Helt uenig","Delvist enig","Helt uenig","Helt uenig","Delvist enig","Delvist enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Simon Pihl Sørensen","a","Københavns Omegns "," Lyngby",49,TRUE," cand.jur. "," 2830 Virum",FALSE,1034,1923,"","3","Alle","2",TRUE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Mattias Tesfaye","a","Københavns Omegns "," Brøndby",34,TRUE," Murersvend "," 2300 København S",TRUE,8545,14957,"2K","","Alle","6",TRUE,"Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Delvist enig","Delvist uenig","Hverken enig eller uenig"
"Sofie Carsten Nielsen","b","Københavns Omegns "," Gentofte",40,FALSE," Uddannelses- og Forskningsminister "," 2200 København N",TRUE,4303,10163,"1T","","Alle","1",FALSE,"Helt uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Michael Blem Clausen","b","Københavns Omegns "," Brøndby",40,TRUE," Lærer "," 2640 Hedehusene",FALSE,347,797,"","3","Alle","6",TRUE,"Helt enig","Helt enig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Özkan Ekiz","b","Københavns Omegns "," Ukendt",32,TRUE," Køreskolelærer "," 2660 Brøndby Strand",FALSE,1113,2580,"","1","Alle","4",TRUE,"Helt uenig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig"
"Helge Vagn Jacobsen","b","Københavns Omegns "," Lyngby",52,TRUE," Vicedirektør "," 3050 Humlebæk",FALSE,276,649,"","5","Alle","2",FALSE,"Delvist uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Susanne Wad Leth","b","Københavns Omegns "," Hvidovre",39,FALSE," Ukendt "," 2650 Hvidovre",FALSE,248,621,"","6","Alle","5",TRUE,"Helt uenig","Helt enig","Helt uenig","Delvist enig","Delvist uenig","Helt enig","Helt enig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt uenig"
"Jacob Juul Pedersen","b","Københavns Omegns "," Taastrup",43,TRUE," Jurist "," 2620 Albertslund",FALSE,314,705,"","4","Alle","7",TRUE,"Delvist uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Andreas Pourkamali","b","Københavns Omegns "," Gladsaxe",32,TRUE," cand.jur. "," 2200 København N",FALSE,344,818,"","2","Alle","3",TRUE,"Delvist uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Cheri-Mae M. Williamson","b","Københavns Omegns "," Ballerup",48,FALSE," Sygeplejerske "," 2860 Søborg",FALSE,153,377,"","7","Alle","8",FALSE,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Rasmus Jarlov","c","Københavns Omegns "," Lyngby, Rødovre",38,TRUE," Selvstændig "," 2400 København NV",TRUE,3419,6362,"1T","","Alle","2 4",FALSE,"Helt enig","Helt uenig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist uenig"
"Merete Scheelsbeck","c","Københavns Omegns "," Brøndby, Taastrup",29,FALSE," Kommunikationsmedarbejder "," 2630 Taastrup",FALSE,1833,3127,"","1","Alle","6 7",TRUE,"Helt enig","Helt uenig","Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Delvist uenig","Delvist uenig"
"Henrik Sørensen","c","Københavns Omegns "," Gladsaxe",49,TRUE," Specialkonsulent "," 2860 Søborg",FALSE,200,390,"","4","Alle","3",FALSE,"Helt enig","Helt uenig","Delvist enig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist uenig","Delvist enig","Delvist enig"
"Lise Müller","f","Københavns Omegns "," Gentofte",41,FALSE," Klinisk sygeplejevejleder "," 2920 Charlottenlund",FALSE,624,1579,"","3","Alle","1",TRUE,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Anders Wolf Andresen","f","Københavns Omegns "," Hvidovre",31,TRUE," Udviklingskonsulent "," 2650 Hvidovre",FALSE,303,749,"","7","Alle","5",TRUE,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Serdal Benli","f","Københavns Omegns "," Gladsaxe",36,TRUE," Viceborgmester/konsulent, cand.scient.soc. "," 2880 Bagsværd",FALSE,1661,3703,"","1","Alle","3",FALSE,"Delvist uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Delvist enig","Delvist uenig","Delvist enig","Helt uenig","Delvist uenig"
"Dorete Dandanell","f","Københavns Omegns "," Lyngby",64,FALSE," Chefkonsulent "," 2830 Virum",FALSE,476,1123,"","4","Alle","2",TRUE,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig"
"Arly Eskildsen","f","Københavns Omegns "," Rødovre",60,TRUE," Organisationskonsulent "," 2730 Herlev",FALSE,309,794,"","6","Alle","4",FALSE,"Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Bilal Inekci","f","Københavns Omegns "," Brøndby",56,TRUE," Socialrådgiver "," 2635 Ishøj",FALSE,480,991,"","5","Alle","6",FALSE,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Morten Normann Jørgensen","f","Københavns Omegns "," Ballerup",26,TRUE," Viceborgmester "," 2800 Kgs. Lyngby",FALSE,707,1715,"","2","Alle","8",FALSE,"Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig"
"Jan Kjær","f","Københavns Omegns "," Taastrup",38,TRUE," Ukendt "," 2640 Hedehusene",FALSE,107,242,"","8","Alle","",TRUE,"Helt uenig","Helt enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig"
"Holger K. Nielsen","f","Københavns Omegns "," Taastrup",65,TRUE," Fhv. minister "," 2500 Valby",TRUE,1578,3723,"1T","","Alle","7",FALSE,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Poul V. Jensen","i","Københavns Omegns "," Storkredskandidat",56,TRUE," Selvstændig "," 2900 Hellerup",FALSE,470,1401,"","3","Alle","1",FALSE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Sahar Aslani","i","Københavns Omegns "," Ukendt",42,FALSE," Pædagog "," 2860 Søborg",FALSE,353,1119,"","4","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Delvist enig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Delvist enig"
"Anne Jeremiassen","i","Københavns Omegns "," Storkredskandidat",39,FALSE," Fuldmægtig "," 2800 Kgs. Lyngby",FALSE,335,1006,"","5","Alle","",TRUE,"Helt enig","Helt uenig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Delvist enig","Helt enig"
"Joachim B. Olsen","i","Københavns Omegns "," Storkredskandidat",38,TRUE," Tidl. professionel sportsudøver "," 2860 Søborg",TRUE,4259,13120,"1K","","Alle","2 3 4 5 6 7 8",FALSE,"Delvist enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Michele Fejø","i","Københavns Omegns "," Storkredskandidat",46,FALSE," Specialkonsulent "," 2880 Bagsværd",FALSE,283,886,"","6","Alle","",FALSE,"Helt enig","Helt uenig","Delvist enig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist enig"
"Michael Melchert","i","Københavns Omegns "," Storkredskandidat",42,TRUE," Konsulent "," 2620 Albertslund",FALSE,228,749,"","7","Alle","",TRUE,"Helt enig","Helt uenig","Delvist enig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Tine Nørrekær","i","Københavns Omegns "," Storkredskandidat",51,FALSE," Sexolog, plejecenterleder "," 2100 København Ø",FALSE,190,592,"","9","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Carsten Zacho","i","Københavns Omegns "," Storkredskandidat",47,TRUE," cand.merc. "," 2660 Brøndby Strand",FALSE,209,694,"","8","Alle","",TRUE,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Jihmmy Bach-Friis","k","Københavns Omegns "," Rødovre",53,TRUE," IT-manager "," 2720 Herlev",FALSE,102,240,"","","Alle","4",TRUE,"Helt enig","Helt enig","Helt uenig","Delvist enig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig"
"Kim Grenov","k","Københavns Omegns "," Gladsaxe",0,TRUE," Projektingeniør "," 2860 Søborg",FALSE,299,689,"","","Alle","3",TRUE,"Delvist enig","Helt enig","Delvist uenig","Helt uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig"
"Anna Hede Christensen","o","Københavns Omegns "," Gentofte",23,FALSE," Studerende "," 1722 København V",FALSE,996,1894,"","2","Alle","1",TRUE,"Delvist enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt enig","Delvist enig","Delvist uenig","Helt enig","Delvist uenig","Helt enig","Helt uenig","Helt enig"
"Kenneth Kristensen Berth","o","Københavns Omegns "," Taastrup",38,TRUE," Specialkonsulent "," 2625 Vallensbæk",TRUE,1348,2542,"3K","","Alle","7",FALSE,"Delvist uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt enig","Delvist enig","Delvist uenig","Helt enig","Delvist uenig","Helt enig","Helt enig","Delvist enig"
"Mikkel Dencker","o","Københavns Omegns "," Hvidovre",39,TRUE," Serviceassistent "," 2650 Hvidovre",TRUE,1536,2893,"2K","","Alle","5",FALSE,"Hverken enig eller uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt enig","Helt enig","Delvist uenig"
"Aia Fog","o","Københavns Omegns "," Brøndby",48,FALSE," Chefkonsulent "," 2100 København Ø",FALSE,420,789,"","4","Alle","6",FALSE,"Helt enig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist enig","Helt enig","Hverken enig eller uenig","Delvist uenig"
"Helge Larsen","o","Københavns Omegns "," Rødovre",65,TRUE," Produktionschef "," 2730 Herlev",FALSE,391,768,"","5","Alle","4",TRUE,"Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt enig"
"Anette Skafte","o","Københavns Omegns "," Lyngby",50,FALSE," Laboratorieassistent "," 2800 Kgs. Lyngby",FALSE,531,1022,"","3","Alle","2",TRUE,"Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig"
"Kristian Tørning","o","Københavns Omegns "," Gladsaxe",42,TRUE," Lektor "," 2880 Bagsværd",FALSE,1110,2114,"","1","Alle","3",TRUE,"Delvist enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Delvist enig"
"Morten Munk Ebbesen","v","Københavns Omegns "," Gentofte",53,TRUE," Kontorchef "," 2920 Charlottenlund",FALSE,307,738,"","6","Alle","1",TRUE,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig"
"Ömer Ciftci","v","Københavns Omegns "," Rødovre",43,TRUE," Selvstændig "," 2765 Smørum",FALSE,594,1516,"","5","Alle","4",TRUE,"Hverken enig eller uenig","Delvist uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Delvist uenig","Helt enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Hverken enig eller uenig"
"Karen Ellemann","v","Københavns Omegns "," Brøndby",46,FALSE," Fhv. minister "," 2930 Klampenborg",TRUE,7020,17276,"1K","","Alle","6",FALSE,"Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt uenig","Helt enig","Hverken enig eller uenig"
"Jakob Engel-Schmidt","v","Københavns Omegns "," Lyngby",31,TRUE," Cand.merc. "," 2800 Kgs. Lyngby",FALSE,2296,5372,"","1","Alle","2",FALSE,"Delvist enig","Helt uenig","Delvist enig","Helt enig","Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt enig"
"Mads Fuglede","v","Københavns Omegns "," Gladsaxe",44,TRUE," Højskolelærer "," 3400 Hillerød",FALSE,1968,4775,"","2","Alle","3",TRUE,"Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Helt uenig"
"Pia Boisen","oe","Københavns Omegns "," Lyngby",59,FALSE," Konsulent "," 2800 Kgs. Lyngby",FALSE,1139,2777,"","1","2.","2 ",FALSE,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
